;AUT;CMUNI;CONEIX_ABASCAL;CONEIX_CASADO;CONEIX_IGLESIAS;CONEIX_RIVERA;CONEIX_SANCHEZ;CP;EDAT;EDATCOD;ESTUDIS;HABI;IDEOLOGIA;ID_AUT;ID_CONEIX_ABASCAL;ID_CONEIX_CASADO;ID_CONEIX_IGLESIAS;ID_CONEIX_RIVERA;ID_CONEIX_SANCHEZ;ID_CONTACTO;ID_EDATCOD;ID_ESTUDIS;ID_HABI;ID_IDEOLOGIA;ID_IMP_ELEC;ID_INT_GEN;ID_INT_SIMP_GEN;ID_OCUPACIO;ID_PERTINEN;ID_PREFER_POLITIC;ID_PROB_VOT_GEN;ID_REC_GEN;ID_SEXE;ID_SIMP_GEN;IMP_ELEC;INT_GEN;INT_SIMP_GEN;OCUPACIO;PERTINEN;PREFER_POLITIC;PROB_VOT_GEN;REC_GEN;REGISTRO;SEXE;SIMP_GEN;TIP_TEL;VAL_ABASCAL;VAL_CASADO;VAL_IGLESIAS;VAL_RIVERA;VAL_SANCHEZ
60;Asturias, Principado de;99995;Sí;Sí;Sí;Sí;Sí;33202;55;De 45 a 59 años;Postobligatorios;De 100.001 a 500.000;Centro izquierda;3;1;1;1;1;1;4381378;3;3;3;2;1;2;2;1;3;2;1;2;2;;Muy importantes;PSOE;PSOE;Trabajador;Tan español como de su comunidad;Pedro Sánchez;Votaría seguro;PSOE;292;Mujer; ;Móviles aleatorios;0.0;2.0;7.0;5.0;8.0
61;Asturias, Principado de;99995;Sí;Sí;Sí;Sí;Sí;33614;45;De 45 a 59 años;Obligatorios;De 10.001 a 100.000;No sabe;3;1;1;1;1;1;4390318;3;2;2;98;4;97;97;5;3;97;4;97;1;97.0;Nada importantes;No votaría;Ninguno;Parado;Tan español como de su comunidad;Ninguno de estos;Seguro que no votaría;No votó;295;Hombre;Ninguno;Móviles aleatorios;0.0;0.0;0.0;0.0;0.0
62;Catalunya;99995;Sí;Sí;Sí;Sí;Sí;8940;70;De 60 y más años;Obligatorios;De 10.001 a 100.000;Izquierda;9;1;1;1;1;1;4383283;4;2;2;1;2;2;2;6;3;2;1;2;2;;Bastante importantes;PSOE;PSOE;Jubilado, pensionista;Tan español como de su comunidad;Pedro Sánchez;Votaría seguro;PSOE;301;Mujer; ;Móviles aleatorios;1.0;5.0;3.0;4.0;7.0
63;Canarias;99995;Sí;Sí;Sí;Sí;Sí;35600;57;De 45 a 59 años;Obligatorios;De 10.001 a 100.000;Derecha;5;1;1;1;1;1;4391779;3;2;2;5;1;98;1;1;3;4;1;1;1;1.0;Muy importantes;No sabe;PP;Trabajador;Tan español como de su comunidad;Albert Rivera;Votaría seguro;PP;302;Hombre;PP;Móviles aleatorios;4.0;8.0;4.0;9.0;1.0
64;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;4740;48;De 45 a 59 años;Postobligatorios profesionales;De 10.001 a 100.000;Centro izquierda;1;1;1;1;1;1;4383567;3;4;2;2;1;4;4;1;1;4;1;4;1;;Muy importantes;C's;C's;Trabajador;Únicamente español;Albert Rivera;Votaría seguro;C's;306;Hombre; ;Móviles aleatorios;4.0;7.0;2.0;9.0;3.0
65;Comunitat Valenciana;99995;Sí;Sí;Sí;Sí;Sí;46870;58;De 45 a 59 años;Universitarios;De 10.001 a 100.000;Centro derecha;10;1;1;1;1;1;4379167;3;5;2;4;2;98;1;1;3;98;1;1;2;1.0;Bastante importantes;No sabe;PP;Trabajador;Tan español como de su comunidad;No sabe;Votaría seguro;PP;312;Mujer;PP;Móviles aleatorios;6.0;7.0;0.0;6.0;1.0
66;Madrid, Comunidad de;28079;Sí;Sí;Sí;Sí;Sí;28041;53;De 45 a 59 años;Obligatorios;Más de 500.000;No contesta;13;1;1;1;1;1;4384180;3;2;4;99;2;99;97;7;3;97;1;99;2;97.0;Bastante importantes;No contesta;Ninguno;Tareas del hogar;Tan español como de su comunidad;Ninguno de estos;Votaría seguro;No contesta;320;Mujer;Ninguno;Móviles aleatorios;5.0;5.0;5.0;5.0;5.0
67;Catalunya;99995;Sí;Sí;Sí;Sí;Sí;8757;58;De 45 a 59 años;Universitarios;De 10.001 a 100.000;Izquierda;9;1;1;1;1;1;4376136;3;5;2;1;1;6;6;1;5;5;1;2;2;;Muy importantes;PDECat;PDECat;Trabajador;Únicamente de su comunidad;Pablo Iglesias;Votaría seguro;PSOE;322;Mujer; ;Móviles aleatorios;0.0;0.0;4.0;0.0;2.0
68;País Vasco;99995;Sí;Sí;Sí;Sí;Sí;48007;60;De 60 y más años;Universitarios;De 100.001 a 500.000;Izquierda;16;1;1;1;1;1;4384470;4;5;3;1;3;99;99;6;3;2;2;99;1;99.0;Poco importantes;No contesta;No contesta;Jubilado, pensionista;Tan español como de su comunidad;Pedro Sánchez;Probablemente votaría;No contesta;327;Hombre;No contesta;Móviles aleatorios;1.0;4.0;6.0;5.0;5.0
69;Catalunya;8019;Sí;Sí;Sí;Sí;Sí;8020;60;De 60 y más años;Obligatorios;Más de 500.000;Izquierda;9;1;1;1;1;1;4372644;4;2;4;1;2;8;8;1;3;5;1;7;2;;Bastante importantes;En Comú Podem;En Comú Podem;Trabajador;Tan español como de su comunidad;Pablo Iglesias;Votaría seguro;ERC;330;Mujer; ;Móviles aleatorios;0.0;0.0;4.0;0.0;3.0
70;Comunitat Valenciana;99995;Sí;Sí;Sí;Sí;Sí;12580;26;De 18 a 29 años;Obligatorios;De 10.001 a 100.000;Derecha;10;1;1;1;1;1;4378854;1;2;2;5;3;14;14;1;3;14;2;4;2;;Poco importantes;Vox;Vox;Trabajador;Tan español como de su comunidad;Santiago Abascal;Probablemente votaría;C's;333;Mujer; ;Móviles aleatorios;10.0;0.0;3.0;5.0;4.0
71;Castilla y León;99995;No;No;Sí;Sí;Sí;47013;28;De 18 a 29 años;Obligatorios;De 100.001 a 500.000;Izquierda;7;2;2;1;1;1;4378648;1;2;3;1;4;97;97;1;1;97;4;96;2;97.0;Nada importantes;No votaría;Ninguno;Trabajador;Únicamente español;Ninguno de estos;Seguro que no votaría;En blanco;341;Mujer;Ninguno;Móviles aleatorios;3.093561417800859;3.894485893630233;0.0;0.0;0.0
72;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;41100;28;De 18 a 29 años;Postobligatorios profesionales;De 10.001 a 100.000;Centro derecha;1;1;1;1;1;1;4390516;1;4;2;4;1;1;1;1;3;1;1;1;1;;Muy importantes;PP;PP;Trabajador;Tan español como de su comunidad;Pablo Casado;Votaría seguro;PP;344;Hombre; ;Móviles aleatorios;3.0;8.0;0.0;5.0;0.0
73;Galicia;99995;Sí;Sí;Sí;Sí;Sí;36204;45;De 45 a 59 años;Universitarios;De 100.001 a 500.000;Izquierda;12;1;1;1;1;1;4375489;3;5;3;1;1;99;99;1;4;97;1;99;1;99.0;Muy importantes;No contesta;No contesta;Trabajador;Más de su comunidad que español;Ninguno de estos;Votaría seguro;No contesta;346;Hombre;No contesta;Móviles aleatorios;0.0;3.0;4.0;3.0;4.0
74;Catalunya;99995;Sí;Sí;Sí;Sí;Sí;43203;65;De 60 y más años;Universitarios;De 100.001 a 500.000;Izquierda;9;1;1;1;1;1;4370397;4;5;3;1;2;2;2;6;5;2;1;2;2;;Bastante importantes;PSOE;PSOE;Jubilado, pensionista;Únicamente de su comunidad;Pedro Sánchez;Votaría seguro;PSOE;349;Mujer; ;Móviles aleatorios;0.0;4.0;9.0;3.0;9.0
75;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;11370;58;De 45 a 59 años;Postobligatorios;De 10.001 a 100.000;Centro izquierda;1;1;1;1;1;1;4373558;3;3;2;2;1;99;99;1;3;4;1;2;1;99.0;Muy importantes;No contesta;No contesta;Trabajador;Tan español como de su comunidad;Albert Rivera;Votaría seguro;PSOE;352;Hombre;No contesta;Móviles aleatorios;0.0;2.0;0.0;5.0;4.0
76;Catalunya;99995;Sí;Sí;Sí;Sí;Sí;99998;20;De 18 a 29 años;Postobligatorios profesionales;De 10.001 a 100.000;Izquierda;9;1;1;1;1;1;4372871;1;4;2;1;1;7;7;1;5;2;1;7;1;;Muy importantes;ERC;ERC;Trabajador;Únicamente de su comunidad;Pedro Sánchez;Votaría seguro;ERC;354;Hombre; ;Móviles aleatorios;0.0;0.0;6.0;0.0;6.0
77;País Vasco;99995;Sí;Sí;Sí;Sí;Sí;48993;75;De 60 y más años;Postobligatorios profesionales;De 10.001 a 100.000;Centro izquierda;16;1;1;1;1;1;4384617;4;4;2;2;1;99;99;6;3;98;1;99;2;99.0;Muy importantes;No contesta;No contesta;Jubilado, pensionista;Tan español como de su comunidad;No sabe;Votaría seguro;No contesta;358;Mujer;No contesta;Móviles aleatorios;2.0;5.0;5.0;5.0;5.0
78;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;11130;38;De 30 a 44 años;Postobligatorios;De 10.001 a 100.000;Centro derecha;1;1;1;1;1;1;4382407;2;3;2;4;1;14;14;7;3;4;1;4;2;;Muy importantes;Vox;Vox;Tareas del hogar;Tan español como de su comunidad;Albert Rivera;Votaría seguro;C's;363;Mujer; ;Móviles aleatorios;6.0;6.0;5.0;8.0;5.0
79;Catalunya;99995;Sí;Sí;Sí;Sí;Sí;8660;42;De 30 a 44 años;Universitarios;Hasta 10.000;Centro izquierda;9;1;1;1;1;1;4391629;2;5;1;2;3;7;7;1;4;5;1;6;2;;Poco importantes;ERC;ERC;Trabajador;Más de su comunidad que español;Pablo Iglesias;Votaría seguro;CDC;365;Mujer; ;Móviles aleatorios;1.0;1.0;5.0;1.0;4.0
80;Castilla y León;99995;Sí;Sí;Sí;Sí;Sí;47170;55;De 45 a 59 años;Postobligatorios;Hasta 10.000;Derecha;7;1;1;1;1;1;4380474;3;3;1;5;1;14;14;1;3;4;1;4;1;;Muy importantes;Vox;Vox;Trabajador;Tan español como de su comunidad;Albert Rivera;Votaría seguro;C's;368;Hombre; ;Móviles aleatorios;6.0;5.0;3.0;5.0;0.0
81;Canarias;99995;Sí;Sí;Sí;Sí;Sí;38630;53;De 45 a 59 años;Universitarios;De 10.001 a 100.000;Centro izquierda;5;1;1;1;1;1;4385898;3;5;2;2;2;2;2;1;1;97;1;2;1;;Bastante importantes;PSOE;PSOE;Trabajador;Únicamente español;Ninguno de estos;Votaría seguro;PSOE;372;Hombre; ;Móviles aleatorios;0.0;2.0;4.0;5.0;4.0
82;Castilla y León;99995;Sí;Sí;Sí;Sí;Sí;49600;53;De 45 a 59 años;Postobligatorios;De 10.001 a 100.000;Derecha;7;1;1;1;1;1;4389362;3;3;2;5;3;97;1;1;1;4;4;1;1;1.0;Poco importantes;No votaría;PP;Trabajador;Únicamente español;Albert Rivera;Seguro que no votaría;PP;375;Hombre;PP;Móviles aleatorios;0.0;0.0;0.0;1.0;0.0
83;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;11130;28;De 18 a 29 años;Postobligatorios;De 10.001 a 100.000;Centro izquierda;1;1;1;1;1;1;4385697;1;3;2;2;1;98;97;7;3;97;1;2;2;97.0;Muy importantes;No sabe;Ninguno;Tareas del hogar;Tan español como de su comunidad;Ninguno de estos;Votaría seguro;PSOE;380;Mujer;Ninguno;Móviles aleatorios;4.0;4.0;4.0;3.0;4.0
84;Galicia;99995;Sí;Sí;Sí;Sí;Sí;15006;36;De 30 a 44 años;Universitarios;De 100.001 a 500.000;Izquierda;12;1;1;1;1;1;4391320;2;5;3;1;2;98;11;1;3;97;1;11;2;11.0;Bastante importantes;No sabe;En marea;Trabajador;Tan español como de su comunidad;Ninguno de estos;Votaría seguro;En marea;400;Mujer;En marea;Móviles aleatorios;0.0;2.0;4.0;2.0;4.0
85;Galicia;99995;Sí;Sí;Sí;Sí;Sí;36680;51;De 45 a 59 años;Obligatorios;De 10.001 a 100.000;Centro derecha;12;1;1;1;1;1;4384404;3;2;2;4;2;1;1;7;3;4;1;1;2;;Bastante importantes;PP;PP;Tareas del hogar;Tan español como de su comunidad;Albert Rivera;Votaría seguro;PP;405;Mujer; ;Móviles aleatorios;5.0;8.0;1.0;8.0;1.0
86;Castilla y León;99995;Sí;Sí;Sí;Sí;Sí;24750;44;De 30 a 44 años;Obligatorios;De 10.001 a 100.000;No contesta;7;1;1;1;1;1;4390332;2;2;2;99;1;14;14;1;1;1;1;1;1;;Muy importantes;Vox;Vox;Trabajador;Únicamente español;Pablo Casado;Votaría seguro;PP;412;Hombre; ;Móviles aleatorios;3.0;0.0;0.0;0.0;0.0
87;País Vasco;99995;Sí;Sí;Sí;Sí;Sí;1006;68;De 60 y más años;Postobligatorios profesionales;De 100.001 a 500.000;Centro derecha;16;1;1;1;1;1;4379303;4;4;3;4;1;14;14;6;1;14;1;2;1;;Muy importantes;Vox;Vox;Jubilado, pensionista;Únicamente español;Santiago Abascal;Votaría seguro;PSOE;414;Hombre; ;Móviles aleatorios;6.0;7.0;3.0;6.0;3.0
88;Madrid, Comunidad de;99995;No;Sí;Sí;No;Sí;28691;64;De 60 y más años;Obligatorios;De 10.001 a 100.000;Derecha;13;2;1;1;2;1;4381175;4;2;2;5;1;98;14;1;1;1;1;1;1;14.0;Muy importantes;No sabe;Vox;Trabajador;Únicamente español;Pablo Casado;Votaría seguro;PP;419;Hombre;Vox;Móviles aleatorios;3.093561417800859;8.0;5.0;4.454059863915515;4.0
89;Canarias;99995;Sí;Sí;Sí;Sí;Sí;35007;50;De 45 a 59 años;Postobligatorios profesionales;De 100.001 a 500.000;Izquierda;5;1;1;1;1;1;4388353;3;4;3;1;1;2;2;1;1;2;1;2;2;;Muy importantes;PSOE;PSOE;Trabajador;Únicamente español;Pedro Sánchez;Votaría seguro;PSOE;422;Mujer; ;Móviles aleatorios;0.0;2.0;1.0;2.0;3.0
90;Galicia;99995;Sí;Sí;Sí;Sí;Sí;27700;58;De 45 a 59 años;Postobligatorios;Hasta 10.000;Centro derecha;12;1;1;1;1;1;4385753;3;3;1;4;1;1;1;1;3;1;1;1;2;;Muy importantes;PP;PP;Trabajador;Tan español como de su comunidad;Pablo Casado;Votaría seguro;PP;424;Mujer; ;Móviles aleatorios;6.0;8.0;0.0;7.0;0.0
91;Castilla y León;99995;Sí;Sí;Sí;Sí;Sí;99998;81;De 60 y más años;Sin estudios obligatorios acabados;Hasta 10.000;Centro;7;1;1;1;1;1;4376458;4;1;1;3;2;1;1;6;1;1;1;1;1;;Bastante importantes;PP;PP;Jubilado, pensionista;Únicamente español;Pablo Casado;Votaría seguro;PP;446;Hombre; ;Móviles aleatorios;8.797266514806378;5.0;0.0;5.0;1.0
92;Cantabria;99995;Sí;Sí;Sí;Sí;Sí;39008;50;De 45 a 59 años;Postobligatorios profesionales;De 100.001 a 500.000;Izquierda;6;1;1;1;1;1;4386368;3;4;3;1;1;2;2;1;3;2;1;5;1;;Muy importantes;PSOE;PSOE;Trabajador;Tan español como de su comunidad;Pedro Sánchez;Votaría seguro;Unidos Podemos;448;Hombre; ;Móviles aleatorios;0.0;3.0;6.0;4.0;6.0
93;Andalucía;41091;Sí;Sí;Sí;Sí;Sí;41003;36;De 30 a 44 años;Postobligatorios;Más de 500.000;Centro;1;1;1;1;1;1;4387609;2;3;4;3;2;98;98;7;3;97;1;97;2;98.0;Bastante importantes;No sabe;No sabe;Tareas del hogar;Tan español como de su comunidad;Ninguno de estos;Votaría seguro;No votó;449;Mujer;No sabe;Móviles aleatorios;3.0;4.0;3.0;4.0;4.0
94;Murcia, Región de;99995;Sí;Sí;Sí;Sí;Sí;30891;41;De 30 a 44 años;Obligatorios;De 10.001 a 100.000;Centro;14;1;1;1;1;1;4374289;2;2;2;3;1;4;4;1;1;4;1;4;2;;Muy importantes;C's;C's;Trabajador;Únicamente español;Albert Rivera;Votaría seguro;C's;465;Mujer; ;Móviles aleatorios;2.0;5.0;3.0;7.0;3.0
95;Catalunya;99995;Sí;Sí;Sí;Sí;Sí;8208;27;De 18 a 29 años;Universitarios;De 100.001 a 500.000;Izquierda;9;1;1;1;1;1;4370053;1;5;3;1;2;98;98;1;4;97;1;7;2;98.0;Bastante importantes;No sabe;No sabe;Trabajador;Más de su comunidad que español;Ninguno de estos;Votaría seguro;ERC;472;Mujer;No sabe;Móviles aleatorios;5.0;7.0;8.0;4.0;6.0
96;Catalunya;8019;Sí;Sí;Sí;Sí;Sí;8023;81;De 60 y más años;Universitarios;Más de 500.000;Centro derecha;9;1;1;1;1;1;4374569;4;5;4;4;98;6;6;6;5;97;1;98;1;;No sabe;PDECat;PDECat;Jubilado, pensionista;Únicamente de su comunidad;Ninguno de estos;Votaría seguro;No sabe / No recuerda;482;Hombre; ;Móviles aleatorios;0.0;0.0;3.0;0.0;4.0
97;Castilla - la Mancha;99995;Sí;Sí;Sí;Sí;Sí;45007;66;De 60 y más años;Postobligatorios;De 10.001 a 100.000;Izquierda;8;1;1;1;1;1;4386031;4;3;2;1;3;2;2;6;3;2;3;5;1;;Poco importantes;PSOE;PSOE;Jubilado, pensionista;Tan español como de su comunidad;Pedro Sánchez;Probablemente no votaría;Unidos Podemos;486;Hombre; ;Móviles aleatorios;0.0;0.0;3.0;0.0;4.0
98;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;41927;71;De 60 y más años;Obligatorios;De 10.001 a 100.000;Derecha;1;1;1;1;1;1;4381615;4;2;2;5;1;99;99;6;3;4;1;4;1;99.0;Muy importantes;No contesta;No contesta;Jubilado, pensionista;Tan español como de su comunidad;Albert Rivera;Votaría seguro;C's;495;Hombre;No contesta;Móviles aleatorios;9.0;9.0;0.0;9.0;0.0
99;Andalucía;41091;Sí;Sí;Sí;Sí;Sí;41020;70;De 60 y más años;Postobligatorios;Más de 500.000;Centro izquierda;1;1;1;1;1;1;4391289;4;3;4;2;1;2;2;6;3;2;1;5;2;;Muy importantes;PSOE;PSOE;Jubilado, pensionista;Tan español como de su comunidad;Pedro Sánchez;Votaría seguro;Unidos Podemos;496;Mujer; ;Móviles aleatorios;0.0;1.0;7.0;2.0;9.0
100;Extremadura;99995;Sí;Sí;Sí;Sí;Sí;10800;57;De 45 a 59 años;Obligatorios;De 10.001 a 100.000;Derecha;11;1;1;1;1;1;4379514;3;2;2;5;2;98;99;7;1;97;2;97;2;99.0;Bastante importantes;No sabe;No contesta;Tareas del hogar;Únicamente español;Ninguno de estos;Probablemente votaría;No votó;501;Mujer;No contesta;Móviles aleatorios;1.0;1.0;1.0;1.0;1.0
101;Navarra, Com. Foral de;99995;No;Sí;Sí;Sí;Sí;31530;34;De 30 a 44 años;Obligatorios;Hasta 10.000;Centro;15;2;1;1;1;1;4383372;2;2;1;3;2;4;4;5;3;99;1;1;2;;Bastante importantes;C's;C's;Parado;Tan español como de su comunidad;No contesta;Votaría seguro;PP;502;Mujer; ;Móviles aleatorios;3.093561417800859;5.0;3.0;6.0;5.0
102;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;23004;35;De 30 a 44 años;Universitarios;De 100.001 a 500.000;Derecha;1;1;1;1;1;1;4381559;2;5;3;5;1;14;14;1;2;14;1;1;1;;Muy importantes;Vox;Vox;Trabajador;Más español que de su comunidad;Santiago Abascal;Votaría seguro;PP;505;Hombre; ;Móviles aleatorios;10.0;7.0;0.0;4.0;0.0
103;Galicia;99995;Sí;Sí;Sí;Sí;Sí;15701;65;De 60 y más años;Universitarios;De 10.001 a 100.000;Centro derecha;12;1;1;1;1;1;4374712;4;5;2;4;1;1;1;6;3;1;1;2;2;;Muy importantes;PP;PP;Jubilado, pensionista;Tan español como de su comunidad;Pablo Casado;Votaría seguro;PSOE;511;Mujer; ;Móviles aleatorios;1.0;6.0;4.0;6.0;5.0
104;Comunitat Valenciana;99995;Sí;Sí;Sí;Sí;Sí;3740;40;De 30 a 44 años;Universitarios;Hasta 10.000;No sabe;10;1;1;1;1;1;4384096;2;5;1;98;3;98;97;1;99;97;98;96;1;97.0;Poco importantes;No sabe;Ninguno;Trabajador;No contesta;Ninguno de estos;No sabe;En blanco;512;Hombre;Ninguno;Móviles aleatorios;0.0;0.0;0.0;0.0;0.0
105;Galicia;99995;Sí;Sí;Sí;Sí;Sí;36208;45;De 45 a 59 años;Universitarios;De 100.001 a 500.000;Izquierda;12;1;1;1;1;1;4380879;3;5;3;1;1;95;95;5;4;5;1;11;1;;Muy importantes;Otro partido;Otro partido;Parado;Más de su comunidad que español;Pablo Iglesias;Votaría seguro;En marea;516;Hombre; ;Móviles aleatorios;0.0;0.0;3.0;0.0;1.0
106;País Vasco;99995;Sí;Sí;Sí;Sí;Sí;48012;67;De 60 y más años;Postobligatorios profesionales;De 100.001 a 500.000;Centro izquierda;16;1;1;1;1;1;4386816;4;4;3;2;1;2;2;6;5;2;1;2;1;;Muy importantes;PSOE;PSOE;Jubilado, pensionista;Únicamente de su comunidad;Pedro Sánchez;Votaría seguro;PSOE;523;Hombre; ;Móviles aleatorios;0.0;1.0;3.0;1.0;6.0
107;Catalunya;99995;Sí;Sí;Sí;Sí;Sí;8500;27;De 18 a 29 años;Universitarios;De 10.001 a 100.000;Izquierda;9;1;1;1;1;1;4371042;1;5;2;1;1;7;7;1;5;2;1;7;2;;Muy importantes;ERC;ERC;Trabajador;Únicamente de su comunidad;Pedro Sánchez;Votaría seguro;ERC;529;Mujer; ;Móviles aleatorios;5.0;4.0;6.0;4.0;5.0
108;Balears, Illes;99995;Sí;Sí;Sí;Sí;Sí;7420;46;De 45 a 59 años;Universitarios;De 10.001 a 100.000;Izquierda;4;1;1;1;1;1;4379493;3;5;2;1;4;7;7;1;5;97;1;7;2;;Nada importantes;ERC;ERC;Trabajador;Únicamente de su comunidad;Ninguno de estos;Votaría seguro;ERC;540;Mujer; ;Móviles aleatorios;0.0;0.0;5.0;0.0;4.0
109;Extremadura;99995;Sí;Sí;Sí;Sí;Sí;6010;42;De 30 a 44 años;Universitarios;De 100.001 a 500.000;Centro izquierda;11;1;1;1;1;1;4380387;2;5;3;2;1;98;98;1;1;2;2;4;1;98.0;Muy importantes;No sabe;No sabe;Trabajador;Únicamente español;Pedro Sánchez;Probablemente votaría;C's;541;Hombre;No sabe;Móviles aleatorios;0.0;2.0;5.0;6.0;6.0
110;País Vasco;99995;Sí;Sí;Sí;Sí;Sí;1008;62;De 60 y más años;Universitarios;De 100.001 a 500.000;Centro izquierda;16;1;1;1;1;1;4375552;4;5;3;2;2;2;2;1;3;2;1;2;1;;Bastante importantes;PSOE;PSOE;Trabajador;Tan español como de su comunidad;Pedro Sánchez;Votaría seguro;PSOE;543;Hombre; ;Móviles aleatorios;3.0;3.0;3.0;4.0;5.0
111;Andalucía;99995;Sí;No;Sí;Sí;Sí;23780;30;De 30 a 44 años;Postobligatorios profesionales;Hasta 10.000;Derecha;1;1;2;1;1;1;4375799;2;4;1;5;98;94;97;5;3;97;1;94;2;97.0;No sabe;Nulo;Ninguno;Parado;Tan español como de su comunidad;Ninguno de estos;Votaría seguro;Nulo;551;Mujer;Ninguno;Móviles aleatorios;8.797266514806378;3.894485893630233;0.0;7.53522554485555;0.0
112;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;41806;65;De 60 y más años;Obligatorios;Hasta 10.000;Derecha;1;1;1;1;1;1;4395262;4;2;1;5;1;14;14;6;2;14;1;1;1;;Muy importantes;Vox;Vox;Jubilado, pensionista;Más español que de su comunidad;Santiago Abascal;Votaría seguro;PP;558;Hombre; ;Móviles aleatorios;10.0;7.0;2.0;4.0;1.0
113;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;4640;59;De 45 a 59 años;Obligatorios;Hasta 10.000;Izquierda;1;1;1;1;1;1;4372437;3;2;1;1;1;97;2;1;2;2;4;2;2;2.0;Muy importantes;No votaría;PSOE;Trabajador;Más español que de su comunidad;Pedro Sánchez;Seguro que no votaría;PSOE;559;Mujer;PSOE;Móviles aleatorios;1.0;1.0;2.0;5.0;5.0
114;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;11406;49;De 45 a 59 años;Universitarios;De 100.001 a 500.000;Centro izquierda;1;1;1;1;1;1;4385135;3;5;3;2;1;99;99;6;3;97;1;99;1;99.0;Muy importantes;No contesta;No contesta;Jubilado, pensionista;Tan español como de su comunidad;Ninguno de estos;Votaría seguro;No contesta;574;Hombre;No contesta;Móviles aleatorios;2.0;2.0;3.0;2.0;3.0
115;Madrid, Comunidad de;28079;Sí;Sí;Sí;Sí;Sí;28034;74;De 60 y más años;Universitarios;Más de 500.000;Centro derecha;13;1;1;1;1;1;4389813;4;5;4;4;1;1;1;6;1;1;1;1;1;;Muy importantes;PP;PP;Jubilado, pensionista;Únicamente español;Pablo Casado;Votaría seguro;PP;577;Hombre; ;Móviles aleatorios;6.0;8.0;2.0;8.0;2.0
116;Catalunya;99995;Sí;Sí;Sí;Sí;Sí;43205;58;De 45 a 59 años;Postobligatorios;De 100.001 a 500.000;Izquierda;9;1;1;1;1;1;4390644;3;3;3;1;1;7;7;1;5;97;1;6;1;;Muy importantes;ERC;ERC;Trabajador;Únicamente de su comunidad;Ninguno de estos;Votaría seguro;CDC;584;Hombre; ;Móviles aleatorios;0.0;0.0;4.0;1.0;3.0
117;Catalunya;99995;Sí;Sí;Sí;Sí;Sí;25230;35;De 30 a 44 años;Universitarios;De 10.001 a 100.000;Izquierda;9;1;1;1;1;1;4380445;2;5;2;1;1;7;7;1;5;2;1;7;1;;Muy importantes;ERC;ERC;Trabajador;Únicamente de su comunidad;Pedro Sánchez;Votaría seguro;ERC;586;Hombre; ;Móviles aleatorios;1.0;3.0;5.0;3.0;6.0
118;Galicia;99995;Sí;Sí;Sí;Sí;Sí;15140;58;De 45 a 59 años;Postobligatorios profesionales;De 10.001 a 100.000;Centro izquierda;12;1;1;1;1;1;4370920;3;4;2;2;3;97;95;1;3;2;3;95;1;95.0;Poco importantes;No votaría;Otro partido;Trabajador;Tan español como de su comunidad;Pedro Sánchez;Probablemente no votaría;Otro partido;597;Hombre;Otro partido;Móviles aleatorios;1.0;2.0;3.0;4.0;4.0
119;Cantabria;99995;Sí;Sí;Sí;Sí;Sí;39008;60;De 60 y más años;Universitarios;De 100.001 a 500.000;Centro;6;1;1;1;1;1;4370932;4;5;3;3;1;98;97;1;1;4;2;98;1;97.0;Muy importantes;No sabe;Ninguno;Trabajador;Únicamente español;Albert Rivera;Probablemente votaría;No sabe / No recuerda;601;Hombre;Ninguno;Móviles aleatorios;2.0;3.0;1.0;4.0;3.0
120;Castilla y León;99995;Sí;Sí;Sí;Sí;Sí;47010;42;De 30 a 44 años;Universitarios;De 100.001 a 500.000;Centro izquierda;7;1;1;1;1;1;4381062;2;5;3;2;2;98;97;1;3;97;2;95;1;97.0;Bastante importantes;No sabe;Ninguno;Trabajador;Tan español como de su comunidad;Ninguno de estos;Probablemente votaría;Otro partido;606;Hombre;Ninguno;Móviles aleatorios;5.0;5.0;5.0;6.0;5.0
121;Andalucía;99995;Sí;Sí;Sí;Sí;Sí;18110;36;De 30 a 44 años;Postobligatorios;De 10.001 a 100.000;Centro;1;1;1;1;1;1;4382514;2;3;2;3;3;97;97;1;1;97;4;1;1;97.0;Poco importantes;No votaría;Ninguno;Trabajador;Únicamente español;Ninguno de estos;Seguro que no votaría;PP;617;Hombre;Ninguno;Móviles aleatorios;0.0;0.0;0.0;0.0;0.0
122;País Vasco;99995;Sí;Sí;Sí;Sí;Sí;48930;38;De 30 a 44 años;Universitarios;De 10.001 a 100.000;Centro;16;1;1;1;1;1;4393450;2;5;2;3;1;9;9;1;4;97;1;9;2;;Muy importantes;PNV;PNV;Trabajador;Más de su comunidad que español;Ninguno de estos;Votaría seguro;PNV;618;Mujer; ;Móviles aleatorios;0.0;4.0;2.0;2.0;2.0
